maintenance_date,car_id,duration_hours
2013-08-13,a89f7e0a,3.4432415827688994
2010-12-24,a89f7e0a,4.014902052258709
2017-07-02,a89f7e0a,3.307949636101087
2018-09-22,a89f7e0a,5.182579679405975
2009-06-19,98a45210,5.510949528312524
2013-12-27,e1484bad,3.3115193455897605
2015-08-28,f5a191dc,5.502588659409976
2014-02-17,855278a7,7.211203845214274
2016-02-08,e3b689bd,4.96214111309187
2013-10-02,855278a7,6.6890582822401425
2009-04-24,aa8bff48,7.05279018686216
2012-08-04,1026c5e3,6.904976194038081
2018-01-19,855278a7,1.5298428451908688
2009-04-13,aa8bff48,2.1187156389533053
2014-11-07,aa8bff48,6.835113315108423
2018-04-16,617bda12,5.620527194687622
2016-07-11,e3b689bd,4.144986308667663
2009-10-13,855278a7,6.1250334909074615
2014-01-01,e3b689bd,7.132705614437217
2010-07-18,e3b689bd,6.451246982100156
2009-06-06,855278a7,4.2625603676674135
2010-09-04,855278a7,6.806752564987551
2016-06-10,e3b689bd,4.656362183548355
2013-09-17,24504989,1.9359965123207525
2011-10-05,e174c479,6.630211554912244
2014-04-28,a635e2f6,2.5668069903623607
2012-04-07,80a9ea1a,6.115311413353705
2011-05-26,74d6673a,4.690853660946319
2016-07-12,74d6673a,3.4884903165829315
2010-11-25,a635e2f6,2.9625902345610666
2010-06-06,80a9ea1a,7.53447965423218
2010-06-18,74d6673a,6.71704739028171
2012-03-31,74d6673a,5.368271409226605
2009-11-30,e174c479,5.680289715370926
2010-03-17,a635e2f6,7.273274715120973
2017-10-26,24504989,2.839064768844738
2012-06-30,24504989,4.941206817333807
2009-12-11,e174c479,6.047480488512503
2018-09-22,e174c479,4.1652375911551776
2012-08-10,48c6f9e6,3.0672767609739253
2015-04-23,2c9fd44f,2.6305779620387493
2016-03-23,2c9fd44f,4.617291362721134
2014-06-15,c29b04d7,7.892760765994762
2010-11-18,2c9fd44f,1.306231894419649
2012-08-14,c76d8f9c,4.402468315726539
2009-04-02,c76d8f9c,7.640184811862816
2016-04-24,c29b04d7,6.030095905212072
2014-12-23,48c6f9e6,6.26386656593522
2009-09-08,2c9fd44f,3.4244227670565373
2016-05-19,48c6f9e6,5.404052384004527
2013-07-23,c76d8f9c,5.184170874775174
2012-09-05,535f8123,1.8473925775509146
2017-12-02,c76d8f9c,5.82186640377723
2016-05-29,c29b04d7,4.150612435166179
2018-01-25,c76d8f9c,7.728028552647667
2017-09-20,c76d8f9c,6.08589323173119
2010-01-30,48c6f9e6,5.736820117141518
2011-04-09,c29b04d7,3.987352601264757
2013-12-16,acd574d7,1.6841688919442879
2009-11-08,98086256,4.0049889731705335
2017-12-28,98086256,5.4219872631863595
2018-10-12,fd13c28f,4.844847901559586
2018-02-15,0049d2b8,5.168471131050724
2016-05-08,fd13c28f,5.8874590367582655
2013-08-24,acd574d7,1.908316904845964
2016-07-17,acd574d7,7.8205878076253335
2018-05-07,0049d2b8,2.380834215268686
2012-06-25,0049d2b8,3.230083430935617
2015-09-04,0049d2b8,4.8426203261386584
2014-03-09,7d2885c4,7.36195458490978
2015-02-23,98086256,2.415434026584969
2009-12-22,0049d2b8,4.793797170238987
2012-09-18,acd574d7,4.873764460635243
2016-02-07,7d2885c4,1.585944218329959
2019-02-10,acd574d7,7.08240355025609
2017-01-22,acd574d7,1.6630143836676332
2019-02-18,0049d2b8,7.476038675490492
2010-09-02,7d2885c4,4.764218151834607
2018-03-31,98086256,1.190957086722363
2014-02-26,63077cf5,1.212867592957518
2015-07-28,63077cf5,4.1396841742985355
2014-07-27,1e415150,5.961583051070295
2018-03-23,1e415150,6.98826820591453
2009-08-03,63077cf5,7.536147451502672
2009-09-17,6a1a9f3b,3.471011624426505
2011-07-19,1e415150,4.58851739061926
2012-09-02,1e415150,5.439551025513986
2011-12-29,cc5f7996,1.0611187863588354
2010-05-10,6a1a9f3b,2.5097142199576
2013-06-03,6a1a9f3b,5.676881946048003
2015-10-03,1e415150,5.907863612204934
2018-07-01,cc5f7996,6.3314372378373855
2010-02-23,cc5f7996,1.2637186447417679
2013-08-18,cc5f7996,5.401228144203059
2018-10-28,1e415150,1.205675794684681
2010-10-03,cc5f7996,7.016241326351439
2017-02-19,37a7e1ad,4.966025383594614
2012-10-22,cc5f7996,2.9420056547834426
2013-07-07,63077cf5,2.2131806502395754
2018-03-08,1e415150,7.2592056308332555
2012-05-22,37a7e1ad,6.2764433763654015
2017-09-29,cc5f7996,7.283032840214927
2016-01-31,cc5f7996,2.6989997038775737
2011-10-15,6a1a9f3b,1.6992219901965089
2010-05-09,896d1980,4.989105076935482
2014-08-04,cf12a936,2.263993937343593
2018-08-03,cf12a936,5.0356839461358485
2013-04-05,896d1980,2.837027589479277
2011-06-23,e95a2d72,6.108412610295632
2010-12-30,f81e52e3,4.178407179571529
2013-06-26,f22bcda3,1.9284882279748965
2012-02-12,f81e52e3,2.411402236535954
2014-08-27,e95a2d72,7.560230684992236
2013-04-29,896d1980,4.758053614295976
2016-07-12,cf12a936,4.33906709626985
2012-08-07,f81e52e3,2.663512281413551
2018-01-08,f22bcda3,3.3592481083496897
2013-06-01,cf12a936,1.3697805284524418
2010-06-15,cf12a936,4.806604360229771
2016-03-25,f81e52e3,4.275340473965912
2017-06-20,896d1980,2.2653288446304742
2015-06-25,cf12a936,4.714225590728912
2019-02-14,cf12a936,4.198123639418591
2011-01-31,f81e52e3,4.416235135824468
2010-10-30,e95a2d72,5.092763353849305
2014-06-27,cf12a936,2.1069929524119657
2015-01-29,cf12a936,1.242578942994855
2013-04-22,746b38be,5.701803973575908
2016-04-07,8c47d167,3.1207123223776003
2015-03-12,c3f5af9e,5.858548635056165
2018-09-03,e4829070,5.79825772678344
2013-04-06,8c47d167,3.3226713180809453
2015-04-24,c3f5af9e,2.391366707944695
2011-01-06,16c7ee41,6.828794328317828
2014-05-26,c3f5af9e,1.4640952983659208
2016-10-04,746b38be,4.5165000630264505
2009-08-14,e4829070,4.575167196714596
2010-03-06,e4829070,6.127745860495832
2017-01-29,746b38be,2.1785993935341588
2010-01-29,746b38be,6.1073271695819
2010-07-01,16c7ee41,5.858206979231604
2010-01-31,746b38be,3.961388449890653
2012-10-25,c3f5af9e,6.130098432665438
2012-02-16,746b38be,3.484988699711841
2009-10-12,746b38be,3.668398961208543
2016-09-24,746b38be,2.5736471539263275
2018-06-27,f3dedc16,4.465816437965337
2013-10-19,f3dedc16,2.580267252596523
2018-04-17,9bf6652c,3.9954693032235897
2019-01-15,f7df8c87,4.937899167855397
2014-04-01,5cea603a,7.929825687552977
2014-09-20,5cea603a,1.5087916871314637
2010-12-23,f7df8c87,7.9407885672379805
2012-03-18,f7df8c87,4.775017672256648
2015-10-10,9baed970,2.0983592529625774
2015-05-02,f3dedc16,4.879417004855061
2014-07-31,f3dedc16,5.897066136945638
2018-12-04,f3dedc16,6.395375381578412
2009-08-29,f7df8c87,4.116706899120744
2011-10-13,f3dedc16,6.272701457589627
2015-04-20,f3dedc16,7.4369685153603795
2018-09-03,5cea603a,4.784860258975918
2015-11-01,9bf6652c,4.906189476539214
2017-05-05,5cea603a,1.7293008400040324
2012-01-29,f3dedc16,4.231715519373148
2015-02-16,f3dedc16,5.735063716255529
2016-01-06,9baed970,6.292732192705444
2015-07-12,f3dedc16,4.705695268928516
2017-11-23,4093bcdd,5.9640751537422005
2009-09-16,b4cf3901,2.1966903082655107
2017-10-22,53b23233,2.784214909456683
2012-03-08,53b23233,7.004159287236957
2011-04-11,4093bcdd,4.245524303030933
2011-06-27,b4cf3901,7.879994137534658
2009-10-16,4093bcdd,7.732948147797378
2015-12-02,fb41921b,6.404225452819703
2015-05-22,fb41921b,4.258453983546654
2013-04-19,53b23233,5.341174990253676
2013-11-27,2dce2ce4,3.3296972999637067
2011-08-01,fb41921b,1.632524365082051
2017-01-07,4093bcdd,2.259157579503039
2009-08-07,fb41921b,4.4607899824825505
2017-10-21,2dce2ce4,2.0725403494118355
2018-09-08,4093bcdd,7.011131057826685
2018-05-19,b4cf3901,6.377982896411449
2013-12-04,2dce2ce4,6.63603404670193
2017-03-11,4093bcdd,1.5078095069962285
2018-05-06,377793a7,7.968492410409924
2013-04-20,087a85fe,5.555366403390957
2017-03-27,087a85fe,7.503700428234956
2013-06-06,a51d814b,1.9487170166922172
2014-01-07,a51d814b,6.947005562138335
2014-04-17,c2ffe4bd,3.1738480014845876
2015-04-30,087a85fe,3.1250193123141594
2014-06-27,d2bc4601,4.580227437045966
2014-05-16,c2ffe4bd,4.46351660261776
2012-08-02,d2bc4601,1.8289987838003214
2016-10-18,087a85fe,2.7094228969183805
2016-11-10,a51d814b,1.232494778278575
2017-05-29,377793a7,5.21820283825194
2012-10-30,087a85fe,4.332498597403135
2009-06-30,377793a7,1.8277555022468888
2012-11-15,a51d814b,3.1224185241722378
2011-05-11,087a85fe,1.4478808508551342
2012-05-23,087a85fe,7.022568679568972
2016-12-25,c2ffe4bd,1.769261480999809
2014-02-03,a51d814b,2.4642719176761885
2015-05-09,a51d814b,2.032909635748773
2014-01-02,377793a7,4.448289271618114
2015-05-17,377793a7,7.273355333762671
2017-12-27,a51d814b,3.3544558051832984
2010-06-18,a2652272,7.420736593562207
2010-08-23,e690c0fc,7.469419807952336
2016-04-11,a2652272,3.0982055696390933
2011-11-04,c7e734fa,5.200710798883827
2016-02-01,e690c0fc,7.262795631691276
2016-08-03,a2652272,4.761650869336017
2015-12-04,e690c0fc,3.1000234364938883
2018-08-24,a2652272,2.4399635298188973
2011-08-05,e690c0fc,5.134684772812927
2010-05-28,a2652272,3.7764547362416234
2018-10-09,c7e734fa,3.9097001272897565
2013-11-27,e1eaa056,4.898645613856495
2016-09-12,018a6522,1.7411238088871426
2015-06-09,018a6522,7.87094944609078
2014-03-18,e690c0fc,5.2735027091878965
2018-01-05,a2652272,5.917824905939091
2018-05-02,a2652272,5.92846050958431
2019-02-05,a2652272,7.103965034551113
2013-04-20,e690c0fc,6.343958716803882
2016-09-13,8a72dd3d,4.370208020726572
2013-03-20,8a72dd3d,5.989624437622269
2012-08-11,8a72dd3d,1.1427881440512104
2012-08-14,8a72dd3d,2.865049906637174
2012-12-23,d99a3b7c,6.895727455315324
2016-07-28,aaf2d800,7.922042978600172
2017-10-03,d99a3b7c,2.1889157186666517
2014-04-07,8a72dd3d,2.0098653147096037
2015-03-06,f7b76a31,5.5810116508204475
2010-06-28,d99a3b7c,3.630991692461304
2017-01-07,77dfd473,2.8991711892075402
2018-10-08,aaf2d800,3.79967342943525
2012-10-02,77dfd473,7.831297856298986
2013-08-09,676b5c93,5.773601143344219
2012-10-22,c33b3ae5,2.213405503099841
2010-07-07,c33b3ae5,7.66205802026394
2017-08-14,676b5c93,2.1650043489830213
2013-02-11,676b5c93,5.045033880138694
2012-03-29,a4d7a1ca,7.677694155044757
2012-01-28,c33b3ae5,2.0683226163287656
2014-11-23,a4d7a1ca,6.420643056663182
2010-01-26,676b5c93,1.583090750723457
2016-01-08,676b5c93,7.747820578312795
2015-12-27,4a35c40c,4.900473996118016
2013-06-03,676b5c93,7.643690421525886
2010-06-20,4a35c40c,6.423236935098998
2013-05-15,4ebc178e,6.028189345805959
2016-09-02,c33b3ae5,2.5713439615809888
2012-06-27,c33b3ae5,7.957547300136721
2017-07-03,c33b3ae5,6.979822063126654
2015-12-18,4ebc178e,6.197283471114277
2014-03-28,4f345e8c,3.753633058439521
2017-12-04,00213573,4.5298632448105245
2014-01-09,00213573,2.914951727318447
2012-11-08,4f345e8c,7.423295196972887
2017-07-28,2e373636,6.8109412676611525
2011-11-08,00213573,3.7996380995203847
2014-09-20,4f345e8c,7.919700656019608
2018-10-29,00213573,5.625885685638652
2011-11-11,6d34cab3,7.914246568199223
2012-12-31,9791a44a,5.973631304257825
2011-01-22,00213573,3.1998431889476606
2014-10-26,9791a44a,3.5751730827525936
2015-07-05,4f345e8c,1.6811995300861498
2018-05-02,4f345e8c,7.406289499712194
2018-12-11,00213573,7.680397817678953
2017-04-16,9791a44a,2.0252983939066143
2018-07-14,2e373636,4.2360127923861155
2017-02-09,66cc4822,1.702764670129433
2015-05-02,5812d921,4.276518000641227
2013-12-21,ca574ff8,5.2854777947888465
2015-09-29,5812d921,7.9727258433789965
2015-04-21,76d47084,6.815279821388574
2009-10-11,76d47084,6.0081191590588
2009-04-27,66cc4822,4.591258827625676
2015-10-20,66cc4822,1.6310237115610704
2016-01-01,5812d921,5.930654402254491
2018-07-29,ca574ff8,6.62117881267104
2016-08-19,66cc4822,1.3235041672249301
2011-12-04,76d47084,6.580394306163004
2013-09-26,d7ea446a,3.0035772605902835
2015-12-05,ca574ff8,7.451323563293799
2015-10-21,ca574ff8,5.383933302752902
2018-03-01,66cc4822,7.644052209458659
2019-02-05,5812d921,4.971123758758466
2016-07-20,76d47084,2.4919561011400972
2012-01-08,ca574ff8,4.655035763271197
2014-11-24,66cc4822,6.297175318173117
2018-06-13,389e0a2a,4.103698078963321
2015-12-20,ac125a88,4.320690624762793
2012-03-20,ac2f2a30,6.2794421602509285
2016-10-19,ac2f2a30,3.1112987983841114
2018-11-30,e921169f,6.679256250338191
2015-10-07,389e0a2a,5.354512073722388
2011-02-25,ac125a88,1.42898135974893
2014-08-13,389e0a2a,4.999475706428387
2009-06-19,6710c547,1.000187886763916
2009-12-09,6710c547,6.075676809009339
2017-03-04,e921169f,1.508592583739087
2013-04-28,e921169f,5.104848223561105
2018-03-05,6710c547,2.651447524383721
2013-03-23,e921169f,4.156991734384758
2016-02-02,ac2f2a30,2.248176819767892
2012-02-28,ac125a88,1.8081934762005047
2018-05-18,e921169f,6.580800615550245
2014-05-06,ac2f2a30,1.8006481943177395
2015-07-04,ac125a88,3.2303929748236087
2018-03-23,6710c547,1.8791375978314506
2011-12-20,e921169f,6.302624201700644
2013-06-27,ac125a88,3.2073436601525316
2009-03-28,6710c547,6.510746052387158
2010-05-27,6710c547,7.587962420037551
2011-04-19,6710c547,4.108541654770031
2014-09-22,b9421afb,6.5196267120711555
2019-02-12,48bbb201,6.01478287058534
2014-12-12,b9421afb,3.164612919543999
2015-02-06,5aea880a,5.175486177600331
2018-06-30,5aea880a,3.095480777773384
2018-11-28,b9421afb,3.028732516279996
2009-12-06,a1389f83,6.820358000072283
2011-05-19,a1389f83,5.816669107227586
2012-01-24,5aea880a,7.035619817689765
2017-03-10,a1389f83,6.245194172403849
2009-04-12,48bbb201,5.089363576986037
2011-05-18,48bbb201,2.908135014968101
2019-01-21,4deca081,4.9279224859264925
2018-07-22,48bbb201,2.223371380765424
2018-08-08,b9421afb,7.132435769702224
2018-04-23,48bbb201,3.2066384849344267
2009-05-30,5aea880a,5.450094784211789
2011-11-01,48bbb201,7.99244057325912
2015-05-22,5aea880a,5.208051691963388
2015-03-06,b9421afb,3.0047109962828276
2015-07-01,a1389f83,7.483728506321336
2017-04-04,5aea880a,7.526611343821581
2010-08-21,a1389f83,2.1715233416906736
2014-11-14,4deca081,4.453856973469513
2010-02-02,a1389f83,2.759199788443513
2011-12-12,4b0f3962,3.9690840459512486
2018-12-15,cdf60d42,6.703264149224173
2017-01-28,64aac3dc,7.258479968193122
2010-06-05,6400665f,5.726138004689477
2009-09-20,6400665f,6.7771840463527955
2010-05-09,6400665f,2.409139834258391
2014-01-26,64aac3dc,3.698569184230168
2011-12-23,cdf60d42,2.6774256678564488
2010-07-27,6400665f,4.375073517729368
2016-11-06,cdf60d42,6.384207990825818
2011-05-04,6400665f,1.4800222106501384
2009-11-22,6400665f,4.459596608775152
2018-01-16,11e3bfa7,2.703724175736157
2016-12-20,cdf60d42,1.2771858232680025
2015-03-22,11e3bfa7,4.48708149043444
2014-10-27,11e3bfa7,2.1574813360731984
2018-07-04,64aac3dc,1.954397127085317
2012-01-11,11e3bfa7,6.792192261624249
2011-11-20,6400665f,1.6810578233971079
2014-04-29,cdf60d42,7.673497638769796
2013-01-04,4b0f3962,5.374532132400733
2016-10-31,d0f4320b,6.256595025074213
2011-02-13,1fcf3063,4.7757949901900245
2009-11-14,b4bc2cbb,5.553890842754092
2010-12-28,1fcf3063,2.826945454964008
2014-02-08,b4bc2cbb,2.624468506502046
2013-11-28,d0f4320b,6.4234051078148955
2013-04-05,b4bc2cbb,2.993243164028276
2009-09-16,b4bc2cbb,7.398942907815859
2014-11-24,d0f4320b,4.300652938595358
2012-06-02,59a96568,7.222903645450956
2016-10-18,1fcf3063,5.657391315623734
2017-03-23,b4bc2cbb,5.96091035611241
2015-10-01,d0f4320b,4.661311975476642
2015-05-14,b4bc2cbb,6.875975907454539
2011-03-18,9b4df6c7,1.4713386159820931
2011-05-06,9b4df6c7,3.6110261326451423
2017-02-09,1fcf3063,6.389123177984374
2015-11-24,59a96568,6.415006689562359
2018-01-20,b4bc2cbb,7.690049342700048
2019-01-03,d0f4320b,2.43304824825288
2013-06-10,9b4df6c7,6.634973133723909
2009-04-30,6a0a74df,2.8490136056447324
2018-10-11,6a0a74df,5.644989267695912
2010-12-30,26e69291,5.2972977054797425
2013-05-31,ae809242,7.273793573318554
2018-01-07,990ce6db,5.7763840931077794
2014-06-19,6a0a74df,7.686027051843217
2010-04-14,ae809242,3.37361631127209
2014-06-23,26e69291,1.1277387326931723
2018-09-19,26e69291,7.014726123921907
2016-02-23,ae809242,7.9094692116694985
2010-03-12,990ce6db,7.38218998755415
2010-12-27,ae809242,5.780753761743712
2009-06-12,6a0a74df,3.878395281143821
2014-12-30,f65f79f3,7.7066451159775955
2014-11-05,6a0a74df,6.065919122481548
2018-08-23,990ce6db,7.849398571725633
2010-02-11,f65f79f3,2.420285729087569
2010-02-09,26e69291,1.3537794738896736
2018-12-31,6a0a74df,7.400214626627694
2011-11-27,990ce6db,4.963471572697774
2015-12-06,6a0a74df,2.9863816763282065
2012-05-12,f65f79f3,2.976440687059879
2015-07-05,ae809242,7.949687169179918
2010-11-25,7767d435,4.0654256362377845
2018-09-30,f6d32259,4.025346288108963
2015-04-07,7767d435,5.366324545123561
2017-03-30,f6d32259,3.15712537038553
2012-09-30,ddbfc948,4.780884727518291
2017-06-09,ddbfc948,6.815076243156135
2009-11-12,f6d32259,7.023867941913762
2016-09-26,f6d32259,7.680032858300161
2010-04-20,bdadfc3b,4.801469512335824
2016-04-24,f6d32259,4.469129648969174
2016-10-31,bdadfc3b,2.2271603906291837
2011-08-29,7767d435,4.520201533595316
2018-07-20,bdadfc3b,3.9033344786868645
2009-05-29,f6d32259,6.649911952528148
2009-03-31,bdadfc3b,7.912770861224732
2016-02-09,bdadfc3b,4.714283092390341
2014-05-02,bdadfc3b,1.625053383183376
2013-01-05,ddbfc948,3.8197860107212795
2013-06-05,bdadfc3b,6.851678180086792
2012-11-04,6980d321,6.239839442357427
2018-03-10,9023d0a3,2.291374112083692
2013-09-08,d410d3db,2.467228600654689
2012-01-26,30642eab,4.847796108930376
2018-12-08,9023d0a3,6.967377294095561
2014-12-28,9023d0a3,2.3146132049777166
2011-08-11,d410d3db,5.210044853412799
2010-05-23,678a1978,1.7355426920019696
2009-06-07,87aacd86,7.736458614528686
2014-01-26,527cd74f,2.371091930825096
2017-11-25,87aacd86,5.59887202506414
2010-07-19,e1805b00,4.0006969032975235
2013-12-30,c054cfc0,7.036785895017225
2014-07-13,527cd74f,2.724136765374995
2009-07-02,c054cfc0,4.507172793410824
2015-07-17,47c1c150,7.850673562740405
2018-07-14,47c1c150,6.957090483171866
2012-09-17,87aacd86,5.327710444831397
2013-03-11,87aacd86,7.332517620604302
2012-08-25,527cd74f,5.16370558031055
2010-04-23,527cd74f,6.054083949264053
2017-04-23,527cd74f,4.988956737412423
2011-09-29,87aacd86,1.4069779712104702
2010-08-25,4ae1eae1,1.4040773350219284
2011-07-16,7abedb7f,5.26707463975004
2011-02-05,7abedb7f,6.853081113675336
2011-04-11,4ae1eae1,6.124591634206747
2010-09-06,03a36fa6,5.195448186212149
2016-09-17,010a8605,1.7151978923617954
2009-05-02,7abedb7f,3.1320366697928095
2016-08-17,010a8605,7.156853540051275
2015-01-17,03a36fa6,1.6916449197330963
2012-12-25,2c196483,1.0408844603907896
2011-06-12,4ae1eae1,5.165423201222257
2019-01-26,4ae1eae1,2.6499093236453066
2018-02-21,010a8605,6.220708088243505
2017-07-04,010a8605,1.791203080695733
2012-04-28,2c196483,4.385962068401804
2017-03-09,4ae1eae1,3.826201490731509
2014-08-11,4ae1eae1,7.993593127014351
2011-03-12,4ae1eae1,5.14747695188583
2018-01-24,010a8605,5.662951792163534
2013-08-21,08b24a56,1.464054007587858
2016-03-03,08b24a56,6.898397473374405
2013-08-30,bf7bb995,1.2122893726591906
2015-12-18,98f4557e,4.767017263929973
2018-01-12,5fb1dc17,5.8048025248920085
2013-04-21,98f4557e,6.1450366433387655
2010-03-19,bf7bb995,7.015334007288711
2015-10-11,5fb1dc17,5.57283754586407
2012-11-19,bf7bb995,1.4433427559179104
2015-07-13,5fb1dc17,1.7843650218356029
2011-03-11,bf7bb995,2.7443961628710456
2015-03-29,5e73a17f,1.6844868007409879
2010-05-09,a81e9244,2.563323611396898
2013-03-15,3bacd273,4.927090803363113
2011-07-24,3bacd273,4.0058689559982
2015-04-09,95320bc8,1.1505430322957308
2018-10-06,95320bc8,2.2786133125088206
2015-04-22,a81e9244,3.300830376779598
2014-07-06,eaab09c2,1.950244325119467
2012-08-31,3bacd273,6.657568771438415
2014-11-01,95320bc8,6.951368256045109
2014-03-15,95320bc8,6.238405116243263
2009-04-16,eaab09c2,3.2037702416722027
2009-03-22,5e73a17f,3.1946354709188913
2009-10-10,95320bc8,3.0348492542588588
2011-12-29,eaab09c2,3.661107537779733
2018-01-09,cafa3980,3.596594799945431
2013-05-29,ab60f69a,2.9724525995690283
2013-09-12,5281fbca,5.609543723917577
2015-06-10,0db5aaed,4.963672656094154
2012-10-30,01670ff2,3.061405161920243
2015-02-10,01670ff2,4.592528047518642
2015-09-15,01670ff2,1.0557100847353307
2011-08-19,5281fbca,7.439541620184473
2011-06-16,01670ff2,3.3002687250694773
2009-03-12,ab60f69a,4.388467954600501
2014-05-19,ab60f69a,1.1636636973014918
2012-03-13,5281fbca,1.8368656025463348
2019-02-11,0db5aaed,7.572123261457729
2012-09-06,01670ff2,2.447957500983703
2013-08-10,01670ff2,3.2914732017642794
2017-07-08,d7d451d8,2.535350980620948
2011-06-15,7d899db9,4.997009216046183
2012-05-11,d7d451d8,5.813241384964397
2010-09-17,f44f42a0,1.3837416061804264
2016-06-01,acc0dfd3,5.43335658239347
2012-03-04,acc0dfd3,5.736779934182525
2011-05-27,9a289569,3.9083629471304016
2018-05-01,9a289569,3.3412368639572745
2014-02-18,f44f42a0,1.380291023617687
2009-11-06,7d899db9,7.416071105861788
2011-10-19,f44f42a0,1.7600647491005983
2018-05-14,7d899db9,3.9706095151656466
2010-07-17,7d899db9,1.3886884256186391
2011-06-09,acc0dfd3,5.4870348499418125
2013-09-05,7d899db9,1.3306483746080007
2012-04-08,9a289569,7.911391234463112
2012-10-27,acc0dfd3,2.635039864229282
2010-02-16,f44f42a0,1.409102954509835
2014-06-22,acc0dfd3,7.726299918744493
2013-08-10,d7d451d8,6.628145950813136
2011-12-30,40e1af9e,2.8786507238579606
2014-12-20,31055c22,5.007305457448674
2018-03-11,87cca5ac,6.715401417292953
2017-08-09,40e1af9e,2.4175436470697935
2017-02-02,31055c22,7.3229210772828495
2017-11-28,87cca5ac,4.444519565696568
2013-07-15,40e1af9e,6.009818526733064
2014-03-11,9a7b0da1,1.9625950080152696
2019-01-03,29d51dae,6.968580081029965
2014-10-15,9a7b0da1,4.322627824507636
2017-07-27,29d51dae,1.2623845086805945
2010-03-25,29d51dae,6.217377454147503
2013-05-24,31055c22,5.769768217601975
2018-12-01,29d51dae,3.8843828853338884
